"","Molecule.ChEMBL.ID","Smiles","Standard.Relation","Standard.Value","Document.ChEMBL.ID","Molar","pIC50","Bioactivity.Class"
"2102","CHEMBL210297","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(N4CCCC4=O)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1","'='","83368118.46","CHEMBL3045038",0.08336811846,1.07900000001023,"inactive"
"3101","CHEMBL2296935","CC(=O)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1","'='","71449632.61","CHEMBL3045038",0.07144963261,1.14599999998512,"inactive"
"4101","CHEMBL376688","CN(C)C(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1","'='","66680676.92","CHEMBL3045038",0.06668067692,1.17600000000887,"inactive"
"5101","CHEMBL374567","CC(=O)N(C)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1","'='","62517269.28","CHEMBL3045038",0.06251726928,1.20399999998311,"inactive"
"6101","CHEMBL411712","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(C(=O)N4CCCCC4)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1","'='","55590425.73","CHEMBL3045038",0.05559042573,1.25499999997688,"inactive"
"7101","CHEMBL211849","CC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1","'='","55590425.73","CHEMBL3045038",0.05559042573,1.25499999997688,"inactive"
"8101","CHEMBL214365","CCCNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1","'='","47643098.68","CHEMBL3045038",0.04764309868,1.32200000000494,"inactive"
"9101","CHEMBL380002","CC(=O)N(c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1)C(C)C","'='","47643098.68","CHEMBL3045038",0.04764309868,1.32200000000494,"inactive"
"10100","CHEMBL328782","COc1ccc2c(O[C@@H]3C[C@@H](C(=O)NC(CC(F)F)C(=O)NCCc4c(F)cc(C(=O)O)cc4F)N(C(C)=O)C3)cc(-c3ccccc3)nc2c1","'='","38150000.0","CHEMBL1136161",0.03815,1.4185054577091,"inactive"
"11101","CHEMBL209681","N#Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1","'='","18197008.59","CHEMBL3045038",0.01819700859,1.73999999990692,"inactive"
"12101","CHEMBL373930","O=C(O)c1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1","'='","17258378.92","CHEMBL3045038",0.01725837892,1.76299999999753,"inactive"
"13101","CHEMBL211213","CN(C)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1","'='","15885467.49","CHEMBL3045038",0.01588546749,1.79899999989004,"inactive"
"1417","CHEMBL378546","Cc1ccc(-c2ccc(Cl)cc2COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)cc1","'='","10209394.84","CHEMBL3045038",0.01020939484,1.99099999987565,"inactive"
"1512","CHEMBL212583","Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)s1","'='","5888436.55","CHEMBL3045038",0.00588843655,2.23000000026226,"inactive"
"1612","CHEMBL2296656","Cc1ncc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c(-c2ccc(Cl)cc2)n1","'='","5321082.59","CHEMBL3045038",0.00532108259,2.27400000021775,"inactive"
"1712","CHEMBL377907","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3-c3ccccc3)c(F)c1)n2C1CCCCC1","'='","2630267.99","CHEMBL3045038",0.00263026799,2.58000000031295,"inactive"
"1812","CHEMBL1790296","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CN)C(=O)O)C(C)C","'>'","1000000.0","CHEMBL1130869",0.001,3,"inactive"
"1912","CHEMBL1790281","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)C(C)C","'>'","1000000.0","CHEMBL1130869",0.001,3,"inactive"
"2012","CHEMBL341277","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'>'","1000000.0","CHEMBL1130869",0.001,3,"inactive"
"2112","CHEMBL2370173","CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(N)=O","'>'","1000000.0","CHEMBL1130603",0.001,3,"inactive"
"2212","CHEMBL212226","COc1cc(OCc2ccccc2-c2ccccc2)ccc1-c1nc2cc(C(=O)O)ccc2n1C1CCCCC1","'='","909913.27","CHEMBL3045038",0.00090991327,3.04100000125635,"inactive"
"2312","CHEMBL1790298","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O","'='","890000.0","CHEMBL1130869",0.00089,3.05060999335509,"inactive"
"2412","CHEMBL1790299","CC[C@H](C)[C@H](NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","830000.0","CHEMBL1130869",0.00083,3.08092190762393,"inactive"
"2512","CHEMBL2372766","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","830000.0","CHEMBL1130869",0.00083,3.08092190762393,"inactive"
"2612","CHEMBL2369570","CC[C@@H](C)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","800000.0","CHEMBL1130869",8e-04,3.09691001300806,"inactive"
"2712","CHEMBL2370195","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C","'='","800000.0","CHEMBL1130603",8e-04,3.09691001300806,"inactive"
"2812","CHEMBL2370177","CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","780000.0","CHEMBL1130603",0.00078,3.10790539730952,"inactive"
"2912","CHEMBL1790295","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C","'='","710000.0","CHEMBL1130869",0.00071,3.14874165128092,"inactive"
"3010","CHEMBL1790282","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)(C)S)C(C)C","'='","630000.0","CHEMBL1130869",0.00063,3.20065945054642,"inactive"
"3111","CHEMBL298641","CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","580000.0","CHEMBL1130869",0.00058,3.23657200643706,"inactive"
"3211","CHEMBL1790283","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)O)C(C)C","'='","500000.0","CHEMBL1130869",5e-04,3.30102999566398,"inactive"
"3311","CHEMBL2370188","CCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","500000.0","CHEMBL1130603",5e-04,3.30102999566398,"inactive"
"3411","CHEMBL174331","O=C(O)c1ccc2[nH]c(-c3ccccn3)nc2c1","'>'","500000.0","CHEMBL1149223",5e-04,3.30102999566398,"inactive"
"3511","CHEMBL369640","CC(C)n1c(-c2ccccn2)nc2cc(C(=O)O)ccc21","'='","408000.0","CHEMBL1149223",0.000408,3.38933983691012,"inactive"
"3611","CHEMBL420317","CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](CS)C(=O)NCCc1ccccc1","'>'","400000.0","CHEMBL1145951",4e-04,3.39794000867204,"inactive"
"3711","CHEMBL175454","O=C(O)c1ccc2c(c1)nc(-c1ccccn1)n2-c1ccccc1","'='","360000.0","CHEMBL1149223",0.00036,3.44369749923271,"inactive"
"3811","CHEMBL2372765","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](CS)C(=O)O)C(C)C","'='","330000.0","CHEMBL1130869",0.00033,3.48148606012211,"inactive"
"3911","CHEMBL2370176","CCC[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C","'='","280000.0","CHEMBL1130603",0.00028,3.55284196865778,"inactive"
"4011","CHEMBL3306225","NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1","'='","250000.0","CHEMBL1145280",0.00025,3.60205999132796,"inactive"
"4111","CHEMBL2370178","CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","250000.0","CHEMBL1130603",0.00025,3.60205999132796,"inactive"
"4211","CHEMBL2016760","C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O","'='","232000.0","CHEMBL4823256",0.000232,3.6345120151091,"inactive"
"4311","CHEMBL115136","CC[C@H]1C(=O)N(C(C)=O)[C@H]2CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@H]12","'='","216000.0","CHEMBL1134977",0.000216,3.66554624884907,"inactive"
"4411","CHEMBL273360","CCC[C@H](NC(=O)[C@@H]1C[C@H](OCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","206000.0","CHEMBL1133484",0.000206,3.68613277963085,"inactive"
"4511","CHEMBL2372769","CC[C@H](C)[C@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","200000.0","CHEMBL1130869",2e-04,3.69897000433602,"inactive"
"4611","CHEMBL1790305","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","200000.0","CHEMBL1130869",2e-04,3.69897000433602,"inactive"
"4711","CHEMBL112053","CC(C)C[C@H](NC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O","'>'","200000.0","CHEMBL1136041",2e-04,3.69897000433602,"inactive"
"4811","CHEMBL2370491","CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CS)C(=O)O","'>'","200000.0","CHEMBL1145951",2e-04,3.69897000433602,"inactive"
"4911","CHEMBL112067","CC(C)C[C@H](NC(=O)Cn1c(-c2ccccc2)nc2ccccc21)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O","'>'","200000.0","CHEMBL1136041",2e-04,3.69897000433602,"inactive"
"5011","CHEMBL325232","CC(C)C[C@H](NC(=O)C(CCC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CS)C(=O)NCc1ccccc1","'>'","200000.0","CHEMBL1145951",2e-04,3.69897000433602,"inactive"
"5111","CHEMBL113402","CC(C)C[C@H](NC(=O)CC(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O","'>'","200000.0","CHEMBL1136041",2e-04,3.69897000433602,"inactive"
"5211","CHEMBL420133","CC(C)C[C@H](NC(=O)c1cccc(Oc2ccccc2)c1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O","'>'","200000.0","CHEMBL1136041",2e-04,3.69897000433602,"inactive"
"5311","CHEMBL115275","COc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O)c(OC)c1OC","'>'","200000.0","CHEMBL1136041",2e-04,3.69897000433602,"inactive"
"5411","CHEMBL2370187","CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","190000.0","CHEMBL1130603",0.00019,3.72124639904717,"inactive"
"5511","CHEMBL177122","O=C(O)c1ccc2c(c1)ncn2C1CCCCC1","'='","186000.0","CHEMBL1149223",0.000186,3.73048705578208,"inactive"
"5611","CHEMBL398463","NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1","'='","180000.0","CHEMBL1145280",0.00018,3.74472749489669,"inactive"
"5711","CHEMBL197882","Cc1sc(-c2ccccc2)cc1/C(O)=C/C(=O)C(=O)O","'='","167000.0","CHEMBL1140440",0.000167,3.77728352885242,"inactive"
"5811","CHEMBL1790297","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CSC)C(=O)O)C(C)C","'='","160000.0","CHEMBL1130869",0.00016,3.79588001734407,"inactive"
"5911","CHEMBL2311162","CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(F)(F)F","'='","160000.0","CHEMBL1130603",0.00016,3.79588001734407,"inactive"
"6011","CHEMBL2370172","CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)NC","'='","160000.0","CHEMBL1130603",0.00016,3.79588001734407,"inactive"
"6111","CHEMBL72695","CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","150000.0","CHEMBL1148367",0.00015,3.82390874094432,"inactive"
"6311","CHEMBL1790300","CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","140000.0","CHEMBL1130869",0.00014,3.85387196432176,"inactive"
"6411","CHEMBL112200","CCC1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@H]12","'='","140000.0","CHEMBL1134977",0.00014,3.85387196432176,"inactive"
"6511","CHEMBL175762","CCC(CC)n1c(-c2ccccn2)nc2cc(C(=O)O)ccc21","'='","139000.0","CHEMBL1149223",0.000139,3.85698519974591,"inactive"
"6711","CHEMBL1790304","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","130000.0","CHEMBL1130869",0.00013,3.88605664769316,"inactive"
"6811","CHEMBL3233234","CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O","'='","127700.0","CHEMBL3232903",0.0001277,3.89380910273658,"inactive"
"6911","CHEMBL178067","Cc1cc(C)c(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)c(C)c1","'='","120000.0","CHEMBL1149223",0.00012,3.92081875395238,"inactive"
"7011","CHEMBL1324375","Cc1cc2cc(C(c3nnnn3Cc3ccco3)N3CCc4ccccc4C3)c(O)nc2cc1C","'>'","108803.0","CHEMBL1201862",0.000108803,3.96335912977126,"inactive"
"7111","CHEMBL1385808","CN(C)c1ccc(O)c2c1CC1CC3[C@@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@]3(O)C(=O)C1=C2O.Cl","'>'","108803.0","CHEMBL1201862",0.000108803,3.96335912977126,"inactive"
"7211","CHEMBL2146123","C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl","'>'","108803.0","CHEMBL1201862",0.000108803,3.96335912977126,"inactive"
"7311","CHEMBL326056","CC(C)COC(=O)NC(CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NC(CS)C(=O)NCCc1ccccc1C(=O)O","'>'","100000.0","CHEMBL1145951",1e-04,4,"inactive"
"7411","CHEMBL115621","CC(C)C[C@H](NC(=O)[C@@H](O)c1ccccc1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O","'>'","100000.0","CHEMBL1136041",1e-04,4,"inactive"
"7511","CHEMBL364976","O=C(O)/C(=C/c1ccc(-c2cccc(CO)c2)o1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"7611","CHEMBL384169","O=C(O)/C=C/c1cc(-c2ccccn2)n(C2CCCCC2)n1","'>'","100000.0","CHEMBL1146881",1e-04,4,"inactive"
"7711","CHEMBL109258","CCN(CC)C(=O)c1cc(=O)c(O)c(C(=O)O)o1","'>'","100000.0","CHEMBL1146656",1e-04,4,"inactive"
"7811","CHEMBL215350","CC1(CCc2ccc(O)cc2)CC(=O)CC(=O)O1","'>'","100000.0","CHEMBL1149470",1e-04,4,"inactive"
"7911","CHEMBL183482","Fc1ccc(CCNc2ncnc3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"8011","CHEMBL109516","O=C(O)c1cc(=O)c(O)c(C(=O)O)o1","'>'","100000.0","CHEMBL1146656",1e-04,4,"inactive"
"8111","CHEMBL361772","Oc1ncnc2nc3c4ccccc4c4ccccc4c3nc12","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"8211","CHEMBL372277","O=C(NCc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1145278",1e-04,4,"inactive"
"8311","CHEMBL359952","CCCCCCNc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"8411","CHEMBL179903","COc1cccc(-c2nc3ncnc(O)c3nc2-c2cccc(OC)c2)c1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"8511","CHEMBL180443","Oc1ncnc2nc(-c3ccccn3)c(-c3ccccn3)nc12","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"8611","CHEMBL3121493","Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCCO3)c(=O)n1","'>'","100000.0","CHEMBL3120143",1e-04,4,"inactive"
"8711","CHEMBL210597","O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O","'>'","100000.0","CHEMBL1147722",1e-04,4,"inactive"
"8811","CHEMBL109969","O=C(O)c1oc(COCc2ccccc2)cc(=O)c1O","'>'","100000.0","CHEMBL1146656",1e-04,4,"inactive"
"8911","CHEMBL3121492","Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCO3)c(=O)n1","'>'","100000.0","CHEMBL3120143",1e-04,4,"inactive"
"9011","CHEMBL263310","COc1ccc(-c2nc3ncnc(O)c3nc2-c2ccc(OC)cc2)cc1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"9111","CHEMBL4110895","Nc1ccn(C2OC(CO)[C@@H](O)[C@]23CCCO3)c(=O)n1","'>'","100000.0","CHEMBL3886868",1e-04,4,"inactive"
"9211","CHEMBL362597","c1ccc(-c2nc3ncnc(N4CCCCC4)c3nc2-c2ccccc2)cc1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"9311","CHEMBL193520","O=C(O)/C(=C/c1ccc(-c2ccc(CO)cc2)o1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"9411","CHEMBL192108","NS(=O)(=O)c1ccc(-c2ccc(/C=C(\NC(=O)c3ccccc3)C(=O)O)o2)cc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"9511","CHEMBL193333","O=C(Nc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1145278",1e-04,4,"inactive"
"9611","CHEMBL363165","CC(C)(C)c1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"9711","CHEMBL217360","O=C(O)c1ccc2c(c1)S(=O)(=O)C(c1ccoc1)=C2C1CCCC1","'>'","100000.0","CHEMBL1146881",1e-04,4,"inactive"
"9811","CHEMBL369765","CCCCCCNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"9911","CHEMBL360715","Oc1ncnc2nc3c(nc12)C1CCCCC31","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"10011","CHEMBL183225","Cc1ccc(CNc2ncnc3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"10111","CHEMBL183058","Cc1ccc(-c2nc3ncnc(O)c3nc2-c2ccc(C)cc2)cc1","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"10211","CHEMBL183800","Oc1ncnc2nc(-c3ccccc3Cl)c(-c3ccccc3Cl)nc12","'>'","100000.0","CHEMBL1144286",1e-04,4,"inactive"
"10311","CHEMBL195565","O=C(O)/C(=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"10411","CHEMBL3291363","Nc1nc2c(ncn2[C@@H]2O[C@@]3(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CCO[C@@H]2[C@@H]3O)c(=O)[nH]1","'>'","100000.0","CHEMBL3286168",1e-04,4,"inactive"
"10511","CHEMBL109823","COC(=O)c1oc(C(=O)O)cc(=O)c1O","'>'","100000.0","CHEMBL1146656",1e-04,4,"inactive"
"10611","CHEMBL374931","C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(N)ncnc21","'>'","100000.0","CHEMBL1155141",1e-04,4,"inactive"
"10711","CHEMBL188277","COC(=O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O","'>'","100000.0","CHEMBL1138789",1e-04,4,"inactive"
"10811","CHEMBL195310","O=C(O)/C(=C/c1cncc(-c2ccccc2Cl)c1)NC(=O)c1ccccc1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"10910","CHEMBL262711","CCOC(=O)c1cc(=O)c(O)co1","'>'","100000.0","CHEMBL1146656",1e-04,4,"inactive"
"11011","CHEMBL195576","NS(=O)(=O)c1cccc(-c2ccc(/C=C(\NC(=O)c3ccccc3)C(=O)O)o2)c1","'>'","100000.0","CHEMBL1140265",1e-04,4,"inactive"
"11111","CHEMBL383514","CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N1Cc1ccccn1","'>'","100000.0","CHEMBL1146957",1e-04,4,"inactive"
"11211","CHEMBL4106882","O=c1ccn(C2OC(CO)[C@@H](O)[C@]23CCO3)c(=O)[nH]1","'>'","100000.0","CHEMBL3886868",1e-04,4,"inactive"
"11411","CHEMBL306026","CCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O","'='","93000.0","CHEMBL1133484",9.3e-05,4.03151705144607,"inactive"
"11511","CHEMBL1790286","CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)O)C(C)C","'='","93000.0","CHEMBL1130869",9.3e-05,4.03151705144607,"inactive"
"11611","CHEMBL215925","O=C1CC(=O)OC(CCc2ccc(O)cc2)(C2CCC2)C1","'='","93000.0","CHEMBL1149470",9.3e-05,4.03151705144607,"inactive"
"11711","CHEMBL421353","O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1","'='","93000.0","CHEMBL1140440",9.3e-05,4.03151705144607,"inactive"
"11811","CHEMBL182741","CCCCOCCCNc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12","'='","87000.0","CHEMBL1144286",8.7e-05,4.06048074738138,"inactive"
