"","Molecule.ChEMBL.ID","Smiles","Standard.Relation","Standard.Value","Document.ChEMBL.ID","Molar","pIC50","Bioactivity.Class"
"146","CHEMBL194178","O=C(O)/C(=C/c1ccc(-c2ccccc2)s1)NC(=O)c1ccccc1","'='","1500.0","CHEMBL1140265",1.5e-06,5.82390874094432,"active"
"147","CHEMBL368787","O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCCC1","'='","1500.0","CHEMBL1149207",1.5e-06,5.82390874094432,"active"
"148","CHEMBL362227","CCCC(C)Nc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12","'='","1500.0","CHEMBL1144286",1.5e-06,5.82390874094432,"active"
"149","CHEMBL443828","O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1","'='","1500.0","CHEMBL1149207",1.5e-06,5.82390874094432,"active"
"150","CHEMBL381784","CC(C)(C)c1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCC3)cc2)cc1","'='","1500.0","CHEMBL1146135",1.5e-06,5.82390874094432,"active"
"151","CHEMBL200616","CCCC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21","'='","1490.0","CHEMBL1148590",1.49e-06,5.82681373158773,"active"
"152","CHEMBL440017","O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1CCc1ccccc1","'='","1490.0","CHEMBL1142034",1.49e-06,5.82681373158773,"active"
"153","CHEMBL3291360","Nc1ccn([C@@H]2O[C@@]3(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CO[C@@H]2[C@@H]3O)c(=O)n1","'='","1440.0","CHEMBL3286168",1.44e-06,5.84163750790475,"active"
"154","CHEMBL441355","O=C(O)c1nc(-c2sccc2NS(=O)(=O)c2ccc3ccccc3c2)nc(O)c1O","'='","1420.0","CHEMBL1138187",1.42e-06,5.84771165561694,"active"
"155","CHEMBL362481","COc1ccc2c(C(=O)NC(CCC(=O)O)C(=O)O)c(F)ccc2c1C(F)(F)F","'='","1400.0","CHEMBL1137155",1.4e-06,5.85387196432176,"active"
"156","CHEMBL426503","N#C[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O","'='","1400.0","CHEMBL1147722",1.4e-06,5.85387196432176,"active"
"157","CHEMBL4113906","C[C@]1(O)C(n2ccc(=O)[nH]c2=O)OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O","'='","1400.0","CHEMBL3886926",1.4e-06,5.85387196432176,"active"
"158","CHEMBL379677","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCCC1","'='","1400.0","CHEMBL1137351",1.4e-06,5.85387196432176,"active"
"159","CHEMBL360033","O=C(O)c1cnc(N(C(=O)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2)C2CCCCC2)s1","'='","1400.0","CHEMBL1144458",1.4e-06,5.85387196432176,"active"
"160","CHEMBL430718","O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)c1ccc(Cl)cc1Cl","'='","1400.0","CHEMBL1144916",1.4e-06,5.85387196432176,"active"
"161","CHEMBL83984","COC(=O)N(CC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12","'='","1400.0","CHEMBL1137155",1.4e-06,5.85387196432176,"active"
"162","CHEMBL373120","Cc1ccccc1-c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)s1","'='","1400.0","CHEMBL1140265",1.4e-06,5.85387196432176,"active"
"163","CHEMBL426830","O=C(O)C(=O)/C=C(\O)c1cc(O)cc(OCc2ccccc2)c1","'='","1400.0","CHEMBL1140440",1.4e-06,5.85387196432176,"active"
